courseId,courseName,topicId,name,updateTime
867270615070,02. 2-Г клас (2026-2027),867273033890,Українська мова та читання,2026-06-07T12:15:39Z
867271596986,02. 2-А клас (2026-2027),867272386582,Фізична культура,2026-06-07T12:08:03Z
867271596986,02. 2-А клас (2026-2027),867272775779,Дизайн і технології,2026-06-07T12:07:59Z
867271596986,02. 2-А клас (2026-2027),867271620756,Мистецтво,2026-06-07T12:07:55Z
867271596986,02. 2-А клас (2026-2027),867272863926,Я досліджую світ (ЯДС),2026-06-07T12:07:51Z
867271596986,02. 2-А клас (2026-2027),867272878259,Математика,2026-06-07T12:07:46Z
867271596986,02. 2-А клас (2026-2027),867272560034,Українська мова та читання,2026-06-07T12:07:42Z
867271054907,02. 2-Б клас (2026-2027),867272593570,Фізична культура,2026-06-07T12:09:16Z
867271054907,02. 2-Б клас (2026-2027),867272953738,Дизайн і технології,2026-06-07T12:09:12Z
867271054907,02. 2-Б клас (2026-2027),867272726837,Мистецтво,2026-06-07T12:09:08Z
867271054907,02. 2-Б клас (2026-2027),855008895378,Я досліджую світ (ЯДС),2026-06-07T12:09:04Z
867271054907,02. 2-Б клас (2026-2027),819797279703,Математика,2026-06-07T12:09:00Z
867271054907,02. 2-Б клас (2026-2027),867272539712,Українська мова та читання,2026-06-07T12:08:56Z
867270049349,01. 1-Г клас. НУШ (2026-2027),867269705268,Фізична культура,2026-06-07T10:12:29Z
867270049349,01. 1-Г клас. НУШ (2026-2027),867269783621,Мистецтво,2026-06-07T10:12:28Z
867270049349,01. 1-Г клас. НУШ (2026-2027),867266797062,Математика,2026-06-07T10:12:27Z
867270049349,01. 1-Г клас. НУШ (2026-2027),867268940767,Оголошення та виховна робота,2026-06-07T10:12:27Z
867270049349,01. 1-Г клас. НУШ (2026-2027),867260147177,Я досліджую світ,2026-06-07T10:12:27Z
867270049349,01. 1-Г клас. НУШ (2026-2027),867269646341,Українська мова,2026-06-07T10:12:27Z
867270052567,04. 01 клас. Екстернат (2026-2027),867317463873,Англійська мова,2026-06-08T06:57:25Z
867270052567,04. 01 клас. Екстернат (2026-2027),819797360913,Дизайн і технології,2026-06-07T12:23:23Z
867270052567,04. 01 клас. Екстернат (2026-2027),867269664313,Фізична культура,2026-06-07T10:12:32Z
867270052567,04. 01 клас. Екстернат (2026-2027),867269997798,Мистецтво,2026-06-07T10:12:31Z
867270052567,04. 01 клас. Екстернат (2026-2027),867268308792,Я досліджую світ,2026-06-07T10:12:30Z
867270052567,04. 01 клас. Екстернат (2026-2027),867270052584,Математика,2026-06-07T10:12:30Z
867270052567,04. 01 клас. Екстернат (2026-2027),867269035143,Оголошення та виховна робота,2026-06-07T10:12:30Z
867270052567,04. 01 клас. Екстернат (2026-2027),867269955502,Українська мова,2026-06-07T10:12:29Z
867267818221,01. 1-В клас. НУШ (2026-2027),867269744390,Фізична культура,2026-06-07T09:52:15Z
867267818221,01. 1-В клас. НУШ (2026-2027),867269660148,Мистецтво,2026-06-07T09:52:14Z
867267818221,01. 1-В клас. НУШ (2026-2027),867269742728,Я досліджую світ,2026-06-07T09:52:13Z
867267818221,01. 1-В клас. НУШ (2026-2027),867269761827,Оголошення та виховна робота,2026-06-07T09:52:13Z
867267818221,01. 1-В клас. НУШ (2026-2027),867269760418,Математика,2026-06-07T09:52:12Z
867267818221,01. 1-В клас. НУШ (2026-2027),867267188519,Українська мова,2026-06-07T09:52:12Z
867269784292,01. 1-Б клас. НУШ (2026-2027),867268547249,Фізична культура,2026-06-07T09:52:12Z
867269784292,01. 1-Б клас. НУШ (2026-2027),867269651511,Оголошення та виховна робота,2026-06-07T09:52:10Z
867269784292,01. 1-Б клас. НУШ (2026-2027),867269850695,Українська мова,2026-06-07T09:52:10Z
867269784292,01. 1-Б клас. НУШ (2026-2027),867269841531,Мистецтво,2026-06-07T09:52:09Z
867269784292,01. 1-Б клас. НУШ (2026-2027),867269422929,Математика,2026-06-07T09:52:09Z
867269784292,01. 1-Б клас. НУШ (2026-2027),867269150647,Я досліджую світ,2026-06-07T09:52:08Z
867269348958,01. 1-А клас. НУШ (2026-2027),867268840895,Фізична культура,2026-06-07T09:36:04Z
867269348958,01. 1-А клас. НУШ (2026-2027),855008366043,Мистецтво,2026-06-07T09:35:59Z
867269348958,01. 1-А клас. НУШ (2026-2027),867269124476,Я досліджую світ,2026-06-07T09:35:55Z
867269348958,01. 1-А клас. НУШ (2026-2027),867268731438,Математика,2026-06-07T09:35:50Z
867269348958,01. 1-А клас. НУШ (2026-2027),855008328574,Українська мова,2026-06-07T09:35:46Z
867269348958,01. 1-А клас. НУШ (2026-2027),867269294778,Оголошення та виховна робота,2026-06-07T09:35:42Z
