id,name,section,creationTime
867792694872,11. 11-А клас. Англійська мова (2026-2027),,2026-06-12T14:50:49Z
855108993330,11. 11-А клас. Українська мова (2026-2027),,2026-06-12T14:50:49Z
867788491430,10. 10-Б клас. Основи християнської етики (2026-2027),,2026-06-12T14:37:10Z
867787356263,10. 10-Б клас. Фізична культура (2026-2027),,2026-06-12T14:37:09Z
798183738162,10. 10-Б клас. Технології (2026-2027),,2026-06-12T14:37:09Z
867791525815,10. 10-Б клас. Захист України (2026-2027),,2026-06-12T14:37:09Z
867790940760,10. 10-Б клас. Мистецтво (2026-2027),,2026-06-12T14:37:07Z
867791878062,10. 10-Б клас. Інформатика (2026-2027),,2026-06-12T14:37:07Z
867791896554,10. 10-Б клас. Фізика і астрономія (2026-2027),,2026-06-12T14:37:06Z
867791868755,10. 10-Б клас. Хімія (2026-2027),,2026-06-12T14:37:05Z
867791238867,10. 10-Б клас. Географія (2026-2027),,2026-06-12T14:37:04Z
867790932150,10. 10-Б клас. Біологія і екологія (2026-2027),,2026-06-12T14:37:03Z
867791515699,10. 10-Б клас. Геометрія (2026-2027),,2026-06-12T14:37:03Z
867786558104,10. 10-Б клас. Всесвітня історія (2026-2027),,2026-06-12T14:37:02Z
867791699335,10. 10-Б клас. Громадянська освіта (2026-2027),,2026-06-12T14:37:01Z
855107124035,10. 10-Б клас. Алгебра і початки аналізу (2026-2027),,2026-06-12T14:37:01Z
867791639748,10. 10-Б клас. Історія України (2026-2027),,2026-06-12T14:37:00Z
867791474986,10. 10-Б клас. Друга іноземна мова (Німецька) (2026-2027),,2026-06-12T14:36:59Z
855108478485,10. 10-Б клас. Англійська мова (2026-2027),,2026-06-12T14:36:58Z
855108481032,10. 10-Б клас. Зарубіжна література (2026-2027),,2026-06-12T14:36:58Z
867790761171,10. 10-Б клас. Українська мова (2026-2027),,2026-06-12T14:36:57Z
867790687363,10. 10-Б клас. Українська література (2026-2027),,2026-06-12T14:36:57Z
867791106811,10. 10-А клас. Основи християнської етики (2026-2027),,2026-06-12T14:36:56Z
867791266939,10. 10-А клас. Фізична культура (2026-2027),,2026-06-12T14:36:55Z
867791081197,10. 10-А клас. Захист України (2026-2027),,2026-06-12T14:36:55Z
867791089003,10. 10-А клас. Мистецтво (2026-2027),,2026-06-12T14:36:54Z
867791528421,10. 10-А клас. Технології (2026-2027),,2026-06-12T14:36:54Z
867790621903,10. 10-А клас. Інформатика (2026-2027),,2026-06-12T14:36:52Z
867791095498,10. 10-А клас. Фізика і астрономія (2026-2027),,2026-06-12T14:36:51Z
798183670601,10. 10-А клас. Біологія і екологія (2026-2027),,2026-06-12T14:36:51Z
867791919424,10. 10-А клас. Географія (2026-2027),,2026-06-12T14:36:51Z
867791829313,10. 10-А клас. Хімія (2026-2027),,2026-06-12T14:36:51Z
867791691567,10. 10-А клас. Геометрія (2026-2027),,2026-06-12T14:36:48Z
867791766992,10. 10-А клас. Громадянська освіта (2026-2027),,2026-06-12T14:36:48Z
867788420133,10. 10-А клас. Всесвітня історія (2026-2027),,2026-06-12T14:36:48Z
867790815457,10. 10-А клас. Алгебра і початки аналізу (2026-2027),,2026-06-12T14:36:48Z
855108187955,10. 10-А клас. Історія України (2026-2027),,2026-06-12T14:36:47Z
867792030673,10. 10-А клас. Зарубіжна література (2026-2027),,2026-06-12T14:36:45Z
867780430734,10. 10-А клас. Українська мова (2026-2027),,2026-06-12T14:36:45Z
867791165939,10. 10-А клас. Українська література (2026-2027),,2026-06-12T14:36:44Z
798183844970,10. 10-А клас. Англійська мова (2026-2027),,2026-06-12T14:36:44Z
867791100584,10. 10-А клас. Друга іноземна мова (Німецька) (2026-2027),,2026-06-12T14:36:44Z
867776937557,10. 10 клас. Екстернат (2026-2027),,2026-06-12T14:23:52Z
867789158503,11. 11 клас. Екстернат (2026-2027),,2026-06-12T14:09:16Z
867782160104,09. 9-Г клас. Фізична культура (2026-2027),,2026-06-12T13:43:17Z
867785655043,09. 9-Г клас. Основи християнської етики (2026-2027),,2026-06-12T13:43:17Z
867786686257,09. 9-Г клас. Здоров'я безпека та добробут (2026-2027),,2026-06-12T13:43:16Z
867785809092,09. 9-Г клас. Технології (2026-2027),,2026-06-12T13:43:16Z
867787075409,09. 9-Г клас. Мистецтво (2026-2027),,2026-06-12T13:43:14Z
867786926822,09. 9-Г клас. Інформатика (2026-2027),,2026-06-12T13:43:13Z
867786590550,09. 9-Г клас. Фізика (2026-2027),,2026-06-12T13:43:13Z
867786213276,09. 9-Г клас. Географія (2026-2027),,2026-06-12T13:43:13Z
867787145512,09. 9-Г клас. Хімія (2026-2027),,2026-06-12T13:43:13Z
867786993926,09. 9-Г клас. Біологія (2026-2027),,2026-06-12T13:43:11Z
867785963184,09. 9-Г клас. Геометрія (2026-2027),,2026-06-12T13:43:09Z
867786306662,09. 9-Г клас. Алгебра (2026-2027),,2026-06-12T13:43:09Z
867785936205,09. 9-Г клас. Всесвітня історія (2026-2027),,2026-06-12T13:43:09Z
867777141608,09. 9-Г клас. Основи правознавства (2026-2027),,2026-06-12T13:43:09Z
867786853992,09. 9-Г клас. Історія України (2026-2027),,2026-06-12T13:43:07Z
867787201201,09. 9-Г клас. Друга іноземна мова (Німецька) (2026-2027),,2026-06-12T13:43:06Z
867787487737,09. 9-Г клас. Англійська мова (2026-2027),,2026-06-12T13:43:06Z
867786775622,09. 9-Г клас. Українська мова (2026-2027),,2026-06-12T13:43:05Z
867786374553,09. 9-Г клас. Українська література (2026-2027),,2026-06-12T13:43:05Z
867785784611,09. 9-Г клас. Зарубіжна література (2026-2027),,2026-06-12T13:43:05Z
867787101828,09. 9-В клас. Основи християнської етики (2026-2027),,2026-06-12T13:43:03Z
867782160083,09. 9-В клас. Фізична культура (2026-2027),,2026-06-12T13:43:03Z
867787509567,09. 9-В клас. Здоров'я безпека та добробут (2026-2027),,2026-06-12T13:43:01Z
867787323494,09. 9-В клас. Технології (2026-2027),,2026-06-12T13:43:01Z
867786249893,09. 9-В клас. Мистецтво (2026-2027),,2026-06-12T13:43:00Z
867786788433,09. 9-В клас. Інформатика (2026-2027),,2026-06-12T13:42:59Z
867787176480,09. 9-В клас. Хімія (2026-2027),,2026-06-12T13:42:59Z
867786375734,09. 9-В клас. Фізика (2026-2027),,2026-06-12T13:42:59Z
867784872034,09. 9-В клас. Біологія (2026-2027),,2026-06-12T13:42:57Z
867786828855,09. 9-В клас. Географія (2026-2027),,2026-06-12T13:42:57Z
867786086158,09. 9-В клас. Геометрія (2026-2027),,2026-06-12T13:42:56Z
867786289446,09. 9-В клас. Алгебра (2026-2027),,2026-06-12T13:42:56Z
867787227627,09. 9-В клас. Основи правознавства (2026-2027),,2026-06-12T13:42:54Z
867787104336,09. 9-В клас. Історія України (2026-2027),,2026-06-12T13:42:54Z
798182730924,09. 9-В клас. Всесвітня історія (2026-2027),,2026-06-12T13:42:54Z
867786244043,09. 9-В клас. Друга іноземна мова (Німецька) (2026-2027),,2026-06-12T13:42:52Z
867787083726,09. 9-В клас. Англійська мова (2026-2027),,2026-06-12T13:42:52Z
867783488698,09. 9-В клас. Зарубіжна література (2026-2027),,2026-06-12T13:42:52Z
867786997803,09. 9-В клас. Українська мова (2026-2027),,2026-06-12T13:42:51Z
867786895917,09. 9-В клас. Українська література (2026-2027),,2026-06-12T13:42:50Z
867787178745,09. 9-Б клас. Основи християнської етики (2026-2027),,2026-06-12T13:42:49Z
867786496575,09. 9-Б клас. Фізична культура (2026-2027),,2026-06-12T13:42:48Z
867786000656,09. 9-Б клас. Технології (2026-2027),,2026-06-12T13:42:48Z
867785486255,09. 9-Б клас. Мистецтво (2026-2027),,2026-06-12T13:42:47Z
867786786402,09. 9-Б клас. Здоров'я безпека та добробут (2026-2027),,2026-06-12T13:42:47Z
867787578814,09. 9-Б клас. Хімія (2026-2027),,2026-06-12T13:42:45Z
867786773337,09. 9-Б клас. Інформатика (2026-2027),,2026-06-12T13:42:45Z
867785721891,09. 9-Б клас. Фізика (2026-2027),,2026-06-12T13:42:44Z
867776422164,09. 9-Б клас. Біологія (2026-2027),,2026-06-12T13:42:44Z
798182757897,09. 9-Б клас. Географія (2026-2027),,2026-06-12T13:42:43Z
867786358395,09. 9-Б клас. Геометрія (2026-2027),,2026-06-12T13:42:42Z
867787218389,09. 9-Б клас. Алгебра (2026-2027),,2026-06-12T13:42:42Z
867786283682,09. 9-Б клас. Всесвітня історія (2026-2027),,2026-06-12T13:42:40Z
867786884316,09. 9-Б клас. Історія України (2026-2027),,2026-06-12T13:42:40Z
867786418185,09. 9-Б клас. Основи правознавства (2026-2027),,2026-06-12T13:42:40Z
867778951804,09. 9-Б клас. Друга іноземна мова (Німецька) (2026-2027),,2026-06-12T13:42:38Z
867787078413,09. 9-Б клас. Українська література (2026-2027),,2026-06-12T13:42:37Z
867787238281,09. 9-Б клас. Зарубіжна література (2026-2027),,2026-06-12T13:42:37Z
867786392178,09. 9-Б клас. Англійська мова (2026-2027),,2026-06-12T13:42:37Z
867786590511,09. 9-Б клас. Українська мова (2026-2027),,2026-06-12T13:42:37Z
867786003267,09. 9-А клас. Фізична культура (2026-2027),,2026-06-12T13:42:34Z
867787200754,09. 9-А клас. Основи християнської етики (2026-2027),,2026-06-12T13:42:34Z
867785609614,09. 9-А клас. Здоров'я безпека та добробут (2026-2027),,2026-06-12T13:42:34Z
867783897968,09. 9-А клас. Технології (2026-2027),,2026-06-12T13:42:33Z
867786626279,09. 9-А клас. Мистецтво (2026-2027),,2026-06-12T13:42:33Z
867786796019,09. 9-А клас. Інформатика (2026-2027),,2026-06-12T13:42:31Z
867786849851,09. 9-А клас. Хімія (2026-2027),,2026-06-12T13:42:30Z
867786686999,09. 9-А клас. Біологія (2026-2027),,2026-06-12T13:42:30Z
867787010260,09. 9-А клас. Фізика (2026-2027),,2026-06-12T13:42:30Z
867785549520,09. 9-А клас. Географія (2026-2027),,2026-06-12T13:42:30Z
867786318073,09. 9-А клас. Всесвітня історія (2026-2027),,2026-06-12T13:42:27Z
867786632646,09. 9-А клас. Історія України (2026-2027),,2026-06-12T13:42:27Z
867786784658,09. 9-А клас. Алгебра (2026-2027),,2026-06-12T13:42:27Z
867786492937,09. 9-А клас. Основи правознавства (2026-2027),,2026-06-12T13:42:27Z
867786468876,09. 9-А клас. Геометрія (2026-2027),,2026-06-12T13:42:27Z
798182761202,09. 9-А клас. Українська мова (2026-2027),,2026-06-12T13:42:24Z
867781819138,09. 9-А клас. Українська література (2026-2027),,2026-06-12T13:42:24Z
867787147226,09. 9-А клас. Друга іноземна мова (Німецька) (2026-2027),,2026-06-12T13:42:24Z
867786127462,09. 9-А клас. Англійська мова (2026-2027),,2026-06-12T13:42:24Z
867786402913,09. 9-А клас. Зарубіжна література (2026-2027),,2026-06-12T13:42:24Z
867785971111,09. 9 клас. Екстернат (2026-2027),,2026-06-12T13:38:01Z
867774223740,08. 8-Г клас. Основи християнської етики (2026-2027),,2026-06-12T10:30:17Z
867773305349,08. 8-Г клас. Фізична культура (2026-2027),,2026-06-12T10:30:16Z
867772181521,08. 8-Г клас. Здоров'я безпека та добробут (2026-2027),,2026-06-12T10:30:16Z
867774182736,08. 8-Г клас. Технології (2026-2027),,2026-06-12T10:30:15Z
867774122525,08. 8-Г клас. Мистецтво (2026-2027),,2026-06-12T10:30:14Z
867773924931,08. 8-Г клас. Інформатика (2026-2027),,2026-06-12T10:30:14Z
867771594798,08. 8-Г клас. Хімія (2026-2027),,2026-06-12T10:30:13Z
867773940405,08. 8-Г клас. Фізика (2026-2027),,2026-06-12T10:30:13Z
867774483586,08. 8-Г клас. Географія (2026-2027),,2026-06-12T10:30:11Z
855102311558,08. 8-Г клас. Біологія (2026-2027),,2026-06-12T10:30:11Z
867773139942,08. 8-Г клас. Алгебра (2026-2027),,2026-06-12T10:30:10Z
867773944734,08. 8-Г клас. Геометрія (2026-2027),,2026-06-12T10:30:10Z
867774054220,08. 8-Г клас. Всесвітня історія (2026-2027),,2026-06-12T10:30:10Z
867773065413,08. 8-Г клас. Друга іноземна мова (Німецька) (2026-2027),,2026-06-12T10:30:08Z
855102447799,08. 8-Г клас. Історія України (2026-2027),,2026-06-12T10:30:08Z
867772127240,08. 8-Г клас. Англійська мова (2026-2027),,2026-06-12T10:30:07Z
867773975059,08. 8-Г клас. Зарубіжна література (2026-2027),,2026-06-12T10:30:07Z
867774302044,08. 8-Г клас. Українська література (2026-2027),,2026-06-12T10:30:07Z
867773633196,08. 8-Г клас. Українська мова (2026-2027),,2026-06-12T10:30:05Z
867774361523,08. 8-В клас. Здоров'я безпека та добробут (2026-2027),,2026-06-12T10:30:04Z
867774101037,08. 8-В клас. Основи християнської етики (2026-2027),,2026-06-12T10:30:04Z
867773856296,08. 8-В клас. Фізична культура (2026-2027),,2026-06-12T10:30:04Z
855102224542,08. 8-В клас. Технології (2026-2027),,2026-06-12T10:30:03Z
867774095517,08. 8-В клас. Мистецтво (2026-2027),,2026-06-12T10:30:02Z
867773792680,08. 8-В клас. Інформатика (2026-2027),,2026-06-12T10:30:01Z
867774137225,08. 8-В клас. Хімія (2026-2027),,2026-06-12T10:30:01Z
867773120448,08. 8-В клас. Фізика (2026-2027),,2026-06-12T10:30:00Z
867762876220,08. 8-В клас. Біологія (2026-2027),,2026-06-12T10:29:59Z
867773901538,08. 8-В клас. Географія (2026-2027),,2026-06-12T10:29:59Z
867774176939,08. 8-В клас. Алгебра (2026-2027),,2026-06-12T10:29:58Z
867772725310,08. 8-В клас. Геометрія (2026-2027),,2026-06-12T10:29:58Z
867769660591,08. 8-В клас. Історія України (2026-2027),,2026-06-12T10:29:56Z
867774030578,08. 8-В клас. Друга іноземна мова (Німецька) (2026-2027),,2026-06-12T10:29:56Z
867773979149,08. 8-В клас. Всесвітня історія (2026-2027),,2026-06-12T10:29:56Z
867774280674,08. 8-В клас. Англійська мова (2026-2027),,2026-06-12T10:29:55Z
867772403716,08. 8-В клас. Зарубіжна література (2026-2027),,2026-06-12T10:29:55Z
867773801949,08. 8-В клас. Українська мова (2026-2027),,2026-06-12T10:29:53Z
867774106412,08. 8-В клас. Українська література (2026-2027),,2026-06-12T10:29:53Z
867773278506,08. 8-Б клас. Основи християнської етики (2026-2027),,2026-06-12T10:29:52Z
867773988532,08. 8-Б клас. Здоров'я безпека та добробут (2026-2027),,2026-06-12T10:29:52Z
867774166476,08. 8-Б клас. Фізична культура (2026-2027),,2026-06-12T10:29:52Z
867774185813,08. 8-Б клас. Технології (2026-2027),,2026-06-12T10:29:50Z
867773948610,08. 8-Б клас. Мистецтво (2026-2027),,2026-06-12T10:29:50Z
867773579251,08. 8-Б клас. Фізика (2026-2027),,2026-06-12T10:29:49Z
867773683352,08. 8-Б клас. Інформатика (2026-2027),,2026-06-12T10:29:48Z
867773980942,08. 8-Б клас. Хімія (2026-2027),,2026-06-12T10:29:48Z
867773751988,08. 8-Б клас. Географія (2026-2027),,2026-06-12T10:29:47Z
867774242927,08. 8-Б клас. Біологія (2026-2027),,2026-06-12T10:29:47Z
867764268251,08. 8-Б клас. Геометрія (2026-2027),,2026-06-12T10:29:46Z
867772282143,08. 8-Б клас. Алгебра (2026-2027),,2026-06-12T10:29:46Z
867773315325,08. 8-Б клас. Всесвітня історія (2026-2027),,2026-06-12T10:29:45Z
867773261198,08. 8-Б клас. Друга іноземна мова (Німецька) (2026-2027),,2026-06-12T10:29:43Z
867773742881,08. 8-Б клас. Англійська мова (2026-2027),,2026-06-12T10:29:43Z
867773366118,08. 8-Б клас. Історія України (2026-2027),,2026-06-12T10:29:43Z
867773160529,08. 8-Б клас. Українська література (2026-2027),,2026-06-12T10:29:42Z
867773585772,08. 8-Б клас. Зарубіжна література (2026-2027),,2026-06-12T10:29:42Z
867772849093,08. 8-Б клас. Українська мова (2026-2027),,2026-06-12T10:29:40Z
867772403705,08. 8-А клас. Основи християнської етики (2026-2027),,2026-06-12T10:29:40Z
867773945053,08. 8-А клас. Технології (2026-2027),,2026-06-12T10:29:39Z
867773696159,08. 8-А клас. Фізична культура (2026-2027),,2026-06-12T10:29:39Z
867773485997,08. 8-А клас. Здоров'я безпека та добробут (2026-2027),,2026-06-12T10:29:39Z
867773732275,08. 8-А клас. Фізика (2026-2027),,2026-06-12T10:29:36Z
867774011839,08. 8-А клас. Хімія (2026-2027),,2026-06-12T10:29:36Z
867773267059,08. 8-А клас. Мистецтво (2026-2027),,2026-06-12T10:29:35Z
867773937691,08. 8-А клас. Інформатика (2026-2027),,2026-06-12T10:29:35Z
867773661733,08. 8-А клас. Географія (2026-2027),,2026-06-12T10:29:35Z
867773833954,08. 8-А клас. Алгебра (2026-2027),,2026-06-12T10:29:32Z
867774191529,08. 8-А клас. Біологія (2026-2027),,2026-06-12T10:29:32Z
867773763500,08. 8-А клас. Історія України (2026-2027),,2026-06-12T10:29:32Z
867770411183,08. 8-А клас. Геометрія (2026-2027),,2026-06-12T10:29:32Z
867774045136,08. 8-А клас. Всесвітня історія (2026-2027),,2026-06-12T10:29:32Z
867773065393,08. 8-А клас. Англійська мова (2026-2027),,2026-06-12T10:29:28Z
867773510080,08. 8-А клас. Українська література (2026-2027),,2026-06-12T10:29:28Z
867772365413,08. 8-А клас. Українська мова (2026-2027),,2026-06-12T10:29:28Z
867773702884,08. 8-А клас. Друга іноземна мова (Німецька) (2026-2027),,2026-06-12T10:29:28Z
867766353367,08. 8-А клас. Зарубіжна література (2026-2027),,2026-06-12T10:29:28Z
867773097257,3-В,,2026-06-12T10:23:16Z
867773165375,08. 8 клас. Екстернат (2026-2027),,2026-06-12T10:22:41Z
867772213059,07. 7-Г клас. Основи християнської етики (2026-2027),,2026-06-12T09:40:31Z
867772093943,07. 7-Г клас. Фізична культура (2026-2027),,2026-06-12T09:40:29Z
867771801761,07. 7-Г клас. Здоров'я безпека та добробут (2026-2027),,2026-06-12T09:40:29Z
867772530601,07. 7-Г клас. Технології (2026-2027),,2026-06-12T09:40:29Z
867772006510,07. 7-Г клас. Мистецтво (2026-2027),,2026-06-12T09:40:28Z
867772226483,07. 7-Г клас. Інформатика (2026-2027),,2026-06-12T09:40:28Z
867767778417,07. 7-Г клас. Біологія (2026-2027),,2026-06-12T09:40:25Z
867771932205,07. 7-Г клас. Хімія (2026-2027),,2026-06-12T09:40:25Z
867770643194,07. 7-Г клас. Географія (2026-2027),,2026-06-12T09:40:25Z
867771865038,07. 7-Г клас. Геометрія (2026-2027),,2026-06-12T09:40:25Z
867772032491,07. 7-Г клас. Фізика (2026-2027),,2026-06-12T09:40:25Z
867770765403,07. 7-Г клас. Англійська мова (2026-2027),,2026-06-12T09:40:22Z
867772037425,07. 7-Г клас. Друга іноземна мова (Німецька) (2026-2027),,2026-06-12T09:40:22Z
867772282508,07. 7-Г клас. Історія України (2026-2027),,2026-06-12T09:40:22Z
867761751478,07. 7-Г клас. Алгебра (2026-2027),,2026-06-12T09:40:22Z
867772300924,07. 7-Г клас. Всесвітня історія (2026-2027),,2026-06-12T09:40:22Z
867772195129,07. 7-В клас. Основи християнської етики (2026-2027),,2026-06-12T09:40:19Z
867772335332,07. 7-Г клас. Українська література (2026-2027),,2026-06-12T09:40:19Z
867771961556,07. 7-Г клас. Зарубіжна література (2026-2027),,2026-06-12T09:40:19Z
867772659527,07. 7-В клас. Фізична культура (2026-2027),,2026-06-12T09:40:19Z
867772478043,07. 7-Г клас. Українська мова (2026-2027),,2026-06-12T09:40:19Z
867772271550,07. 7-В клас. Здоров'я безпека та добробут (2026-2027),,2026-06-12T09:40:16Z
867772249767,07. 7-В клас. Технології (2026-2027),,2026-06-12T09:40:16Z
867770214307,07. 7-В клас. Мистецтво (2026-2027),,2026-06-12T09:40:16Z
867772520131,07. 7-В клас. Інформатика (2026-2027),,2026-06-12T09:40:16Z
867762293242,07. 7-В клас. Хімія (2026-2027),,2026-06-12T09:40:15Z
867772040803,07. 7-В клас. Фізика (2026-2027),,2026-06-12T09:40:13Z
867772443970,07. 7-В клас. Географія (2026-2027),,2026-06-12T09:40:12Z
867772282498,07. 7-В клас. Алгебра (2026-2027),,2026-06-12T09:40:12Z
867772474258,07. 7-В клас. Геометрія (2026-2027),,2026-06-12T09:40:12Z
867770532281,07. 7-В клас. Біологія (2026-2027),,2026-06-12T09:40:12Z
867772184112,07. 7-В клас. Всесвітня історія (2026-2027),,2026-06-12T09:40:10Z
867771747125,07. 7-В клас. Історія України (2026-2027),,2026-06-12T09:40:09Z
867771265637,07. 7-В клас. Друга іноземна мова (Німецька) (2026-2027),,2026-06-12T09:40:09Z
867772642609,07. 7-В клас. Зарубіжна література (2026-2027),,2026-06-12T09:40:09Z
867772270691,07. 7-В клас. Англійська мова (2026-2027),,2026-06-12T09:40:09Z
867771834445,07. 7-В клас. Українська література (2026-2027),,2026-06-12T09:40:07Z
867771800839,07. 7-Б клас. Фізична культура (2026-2027),,2026-06-12T09:40:06Z
867771654436,07. 7-Б клас. Основи християнської етики (2026-2027),,2026-06-12T09:40:06Z
867769655812,07. 7-В клас. Українська мова (2026-2027),,2026-06-12T09:40:06Z
867771470566,07. 7-Б клас. Здоров'я безпека та добробут (2026-2027),,2026-06-12T09:40:05Z
867771078806,07. 7-Б клас. Мистецтво (2026-2027),,2026-06-12T09:40:03Z
867772180108,07. 7-Б клас. Технології (2026-2027),,2026-06-12T09:40:03Z
867772317982,07. 7-Б клас. Інформатика (2026-2027),,2026-06-12T09:40:03Z
867771860554,07. 7-Б клас. Хімія (2026-2027),,2026-06-12T09:40:02Z
867771913607,07. 7-Б клас. Фізика (2026-2027),,2026-06-12T09:40:02Z
867772389535,07. 7-Б клас. Всесвітня історія (2026-2027),,2026-06-12T09:39:59Z
867768967194,07. 7-Б клас. Геометрія (2026-2027),,2026-06-12T09:39:59Z
867772375837,07. 7-Б клас. Алгебра (2026-2027),,2026-06-12T09:39:59Z
867770234674,07. 7-Б клас. Біологія (2026-2027),,2026-06-12T09:39:59Z
867771022512,07. 7-Б клас. Географія (2026-2027),,2026-06-12T09:39:59Z
867770967420,07. 7-Б клас. Друга іноземна мова (Німецька) (2026-2027),,2026-06-12T09:39:56Z
867770573684,07. 7-Б клас. Історія України (2026-2027),,2026-06-12T09:39:56Z
867772300908,07. 7-Б клас. Англійська мова (2026-2027),,2026-06-12T09:39:56Z
798179972721,07. 7-Б клас. Зарубіжна література (2026-2027),,2026-06-12T09:39:55Z
867771996617,07. 7-Б клас. Українська література (2026-2027),,2026-06-12T09:39:54Z
867772395274,07. 7-Б клас. Українська мова (2026-2027),,2026-06-12T09:39:53Z
867772249264,07. 7-А клас. Основи християнської етики (2026-2027),,2026-06-12T09:39:53Z
867772322007,07. 7-А клас. Здоров'я безпека та добробут (2026-2027),,2026-06-12T09:39:52Z
867771845048,07. 7-А клас. Фізична культура (2026-2027),,2026-06-12T09:39:52Z
867772226880,07. 7-А клас. Технології (2026-2027),,2026-06-12T09:39:51Z
867771941933,07. 7-А клас. Фізика (2026-2027),,2026-06-12T09:39:49Z
867772250945,07. 7-А клас. Мистецтво (2026-2027),,2026-06-12T09:39:49Z
867771778996,07. 7-А клас. Хімія (2026-2027),,2026-06-12T09:39:49Z
867772359839,07. 7-А клас. Інформатика (2026-2027),,2026-06-12T09:39:49Z
867771237384,07. 7-А клас. Географія (2026-2027),,2026-06-12T09:39:48Z
867765734795,07. 7-А клас. Геометрія (2026-2027),,2026-06-12T09:39:45Z
867771696994,07. 7-А клас. Біологія (2026-2027),,2026-06-12T09:39:45Z
867771753776,07. 7-А клас. Всесвітня історія (2026-2027),,2026-06-12T09:39:45Z
867772416483,07. 7-А клас. Історія України (2026-2027),,2026-06-12T09:39:45Z
867772691200,07. 7-А клас. Алгебра (2026-2027),,2026-06-12T09:39:45Z
867772479478,07. 7-А клас. Англійська мова (2026-2027),,2026-06-12T09:39:42Z
867772051115,07. 7-А клас. Українська література (2026-2027),,2026-06-12T09:39:41Z
867754393159,07. 7-А клас. Зарубіжна література (2026-2027),,2026-06-12T09:39:41Z
798180293763,07. 7-А клас. Друга іноземна мова (Німецька) (2026-2027),,2026-06-12T09:39:41Z
867772402658,07. 7-А клас. Українська мова (2026-2027),,2026-06-12T09:39:41Z
867772427865,07. 7 клас. Екстернат (2026-2027),,2026-06-12T09:36:55Z
867762797896,06. 6-Г клас. Математика (2026-2027),,2026-06-12T06:08:42Z
867763366407,06. 6-Г клас. Українська мова (2026-2027),,2026-06-12T06:08:38Z
867763715491,06. 6-Г клас. Англійська мова (Гр. 2) (2026-2027),,2026-06-12T06:08:34Z
798178933434,06. 6-Г клас. Англійська мова (Гр. 1) (2026-2027),,2026-06-12T06:08:31Z
