email,id,name,description,directMembersCount,adminCreated,aliases,nonEditableAliases,allowExternalMembers,allowWebPosting,archiveOnly,customFooterText,customRolesEnabledForSettingsToBeMerged,defaultMessageDenyNotificationText,defaultSender,enableCollaborativeInbox,includeCustomFooter,includeInGlobalAddressList,isArchived,membersCanPostAsTheGroup,messageModerationLevel,primaryLanguage,replyTo,sendMessageDenyNotification,spamModerationLevel,whoCanContactOwner,whoCanJoin,whoCanLeaveGroup,whoCanPostMessage,whoCanViewGroup,whoCanViewMembership,whoCanDiscoverGroup,showInGroupDirectory,whoCanAssistContent,whoCanAssignTopics,whoCanEnterFreeFormTags,whoCanHideAbuse,whoCanMakeTopicsSticky,whoCanMarkDuplicate,whoCanMarkFavoriteReplyOnAnyTopic,whoCanMarkNoResponseNeeded,whoCanModifyTagsAndCategories,whoCanTakeTopics,whoCanUnassignTopic,whoCanUnmarkFavoriteReplyOnAnyTopic,whoCanModerateContent,whoCanApproveMessages,whoCanDeleteAnyPost,whoCanDeleteTopics,whoCanLockTopics,whoCanMoveTopicsIn,whoCanMoveTopicsOut,whoCanPostAnnouncements,whoCanModerateMembers,whoCanAdd,whoCanApproveMembers,whoCanBanUsers,whoCanInvite,whoCanModifyMembers,allowGoogleCommunication,favoriteRepliesOnTop,maxMessageBytes,messageDisplayFont,whoCanAddReferences,whoCanMarkFavoriteReplyOnOwnTopic
class-11-b@schoolgus.ukr.education,02koq6561oxk6jk,11-Б клас,11-Б клас,0,True,,class-11-b@schoolgus.ukr.education.test-google-a.com,false,true,false,,false,,DEFAULT_SELF,false,false,true,false,false,MODERATE_NONE,en_US,REPLY_TO_IGNORE,false,MODERATE,ANYONE_CAN_CONTACT,CAN_REQUEST_TO_JOIN,ALL_MEMBERS_CAN_LEAVE,ANYONE_CAN_POST,ALL_MEMBERS_CAN_VIEW,ALL_MEMBERS_CAN_VIEW,ALL_IN_DOMAIN_CAN_DISCOVER,false,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,ALL_MANAGERS_CAN_ADD,ALL_MANAGERS_CAN_APPROVE,OWNERS_AND_MANAGERS,ALL_MANAGERS_CAN_INVITE,OWNERS_AND_MANAGERS,false,true,26214400,DEFAULT_FONT,NONE,OWNERS_AND_MANAGERS
class-11-g@schoolgus.ukr.education,02lwamvv2zwlfnq,11-Г клас,11-Г клас,0,True,,class-11-g@schoolgus.ukr.education.test-google-a.com,false,true,false,,false,,DEFAULT_SELF,false,false,true,false,false,MODERATE_NONE,en_US,REPLY_TO_IGNORE,false,MODERATE,ANYONE_CAN_CONTACT,CAN_REQUEST_TO_JOIN,ALL_MEMBERS_CAN_LEAVE,ANYONE_CAN_POST,ALL_MEMBERS_CAN_VIEW,ALL_MEMBERS_CAN_VIEW,ALL_IN_DOMAIN_CAN_DISCOVER,false,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,ALL_MANAGERS_CAN_ADD,ALL_MANAGERS_CAN_APPROVE,OWNERS_AND_MANAGERS,ALL_MANAGERS_CAN_INVITE,OWNERS_AND_MANAGERS,false,true,26214400,DEFAULT_FONT,NONE,OWNERS_AND_MANAGERS
class-11-v@schoolgus.ukr.education,00xvir7l0snjwn7,11-В клас,11-В клас,0,True,,class-11-v@schoolgus.ukr.education.test-google-a.com,false,true,false,,false,,DEFAULT_SELF,false,false,true,false,false,MODERATE_NONE,en_US,REPLY_TO_IGNORE,false,MODERATE,ANYONE_CAN_CONTACT,CAN_REQUEST_TO_JOIN,ALL_MEMBERS_CAN_LEAVE,ANYONE_CAN_POST,ALL_MEMBERS_CAN_VIEW,ALL_MEMBERS_CAN_VIEW,ALL_IN_DOMAIN_CAN_DISCOVER,false,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,ALL_MANAGERS_CAN_ADD,ALL_MANAGERS_CAN_APPROVE,OWNERS_AND_MANAGERS,ALL_MANAGERS_CAN_INVITE,OWNERS_AND_MANAGERS,false,true,26214400,DEFAULT_FONT,NONE,OWNERS_AND_MANAGERS
class-2-a@schoolgus.ukr.education,03dy6vkm35bwwa9,2-А клас,,19,True,,class-2-a@schoolgus.ukr.education.test-google-a.com,false,true,false,,false,,DEFAULT_SELF,false,false,true,false,false,MODERATE_NONE,en_US,REPLY_TO_IGNORE,false,MODERATE,ANYONE_CAN_CONTACT,CAN_REQUEST_TO_JOIN,ALL_MEMBERS_CAN_LEAVE,ANYONE_CAN_POST,ALL_MEMBERS_CAN_VIEW,ALL_MEMBERS_CAN_VIEW,ALL_IN_DOMAIN_CAN_DISCOVER,false,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,ALL_MANAGERS_CAN_ADD,ALL_MANAGERS_CAN_APPROVE,OWNERS_AND_MANAGERS,ALL_MANAGERS_CAN_INVITE,OWNERS_AND_MANAGERS,false,true,26214400,DEFAULT_FONT,NONE,OWNERS_AND_MANAGERS
class-2-b@schoolgus.ukr.education,00haapch2egaqbq,2-Б клас,,16,True,,class-2-b@schoolgus.ukr.education.test-google-a.com,false,true,false,,false,,DEFAULT_SELF,false,false,true,false,false,MODERATE_NONE,en_US,REPLY_TO_IGNORE,false,MODERATE,ANYONE_CAN_CONTACT,CAN_REQUEST_TO_JOIN,ALL_MEMBERS_CAN_LEAVE,ANYONE_CAN_POST,ALL_MEMBERS_CAN_VIEW,ALL_MEMBERS_CAN_VIEW,ALL_IN_DOMAIN_CAN_DISCOVER,false,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,ALL_MANAGERS_CAN_ADD,ALL_MANAGERS_CAN_APPROVE,OWNERS_AND_MANAGERS,ALL_MANAGERS_CAN_INVITE,OWNERS_AND_MANAGERS,false,true,26214400,DEFAULT_FONT,NONE,OWNERS_AND_MANAGERS
class-2-v@schoolgus.ukr.education,01opuj5n1j1c4lk,2-В клас,,17,True,,class-2-v@schoolgus.ukr.education.test-google-a.com,false,true,false,,false,,DEFAULT_SELF,false,false,true,false,false,MODERATE_NONE,en_US,REPLY_TO_IGNORE,false,MODERATE,ANYONE_CAN_CONTACT,CAN_REQUEST_TO_JOIN,ALL_MEMBERS_CAN_LEAVE,ANYONE_CAN_POST,ALL_MEMBERS_CAN_VIEW,ALL_MEMBERS_CAN_VIEW,ALL_IN_DOMAIN_CAN_DISCOVER,false,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,ALL_MANAGERS_CAN_ADD,ALL_MANAGERS_CAN_APPROVE,OWNERS_AND_MANAGERS,ALL_MANAGERS_CAN_INVITE,OWNERS_AND_MANAGERS,false,true,26214400,DEFAULT_FONT,NONE,OWNERS_AND_MANAGERS
class-3-a@schoolgus.ukr.education,01qoc8b12bqef3l,3-А клас,,22,True,,class-3-a@schoolgus.ukr.education.test-google-a.com,false,true,false,,false,,DEFAULT_SELF,false,false,true,false,false,MODERATE_NONE,en_US,REPLY_TO_IGNORE,false,MODERATE,ANYONE_CAN_CONTACT,CAN_REQUEST_TO_JOIN,ALL_MEMBERS_CAN_LEAVE,ANYONE_CAN_POST,ALL_MEMBERS_CAN_VIEW,ALL_MEMBERS_CAN_VIEW,ALL_IN_DOMAIN_CAN_DISCOVER,false,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,ALL_MANAGERS_CAN_ADD,ALL_MANAGERS_CAN_APPROVE,OWNERS_AND_MANAGERS,ALL_MANAGERS_CAN_INVITE,OWNERS_AND_MANAGERS,false,true,26214400,DEFAULT_FONT,NONE,OWNERS_AND_MANAGERS
class-3-b@schoolgus.ukr.education,030j0zll24aa1la,3-Б клас,,18,True,,class-3-b@schoolgus.ukr.education.test-google-a.com,false,true,false,,false,,DEFAULT_SELF,false,false,true,false,false,MODERATE_NONE,en_US,REPLY_TO_IGNORE,false,MODERATE,ANYONE_CAN_CONTACT,CAN_REQUEST_TO_JOIN,ALL_MEMBERS_CAN_LEAVE,ANYONE_CAN_POST,ALL_MEMBERS_CAN_VIEW,ALL_MEMBERS_CAN_VIEW,ALL_IN_DOMAIN_CAN_DISCOVER,false,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,ALL_MANAGERS_CAN_ADD,ALL_MANAGERS_CAN_APPROVE,OWNERS_AND_MANAGERS,ALL_MANAGERS_CAN_INVITE,OWNERS_AND_MANAGERS,false,true,26214400,DEFAULT_FONT,NONE,OWNERS_AND_MANAGERS
class-3-v@schoolgus.ukr.education,046r0co21qn5ugk,3-В клас,,18,True,,class-3-v@schoolgus.ukr.education.test-google-a.com,false,true,false,,false,,DEFAULT_SELF,false,false,true,false,false,MODERATE_NONE,en_US,REPLY_TO_IGNORE,false,MODERATE,ANYONE_CAN_CONTACT,CAN_REQUEST_TO_JOIN,ALL_MEMBERS_CAN_LEAVE,ANYONE_CAN_POST,ALL_MEMBERS_CAN_VIEW,ALL_MEMBERS_CAN_VIEW,ALL_IN_DOMAIN_CAN_DISCOVER,false,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,ALL_MANAGERS_CAN_ADD,ALL_MANAGERS_CAN_APPROVE,OWNERS_AND_MANAGERS,ALL_MANAGERS_CAN_INVITE,OWNERS_AND_MANAGERS,false,true,26214400,DEFAULT_FONT,NONE,OWNERS_AND_MANAGERS
class-4-a@schoolgus.ukr.education,02dlolyb26lndku,4-А клас,,24,True,,class-4-a@schoolgus.ukr.education.test-google-a.com,false,true,false,,false,,DEFAULT_SELF,false,false,true,false,false,MODERATE_NONE,en_US,REPLY_TO_IGNORE,false,MODERATE,ANYONE_CAN_CONTACT,CAN_REQUEST_TO_JOIN,ALL_MEMBERS_CAN_LEAVE,ANYONE_CAN_POST,ALL_MEMBERS_CAN_VIEW,ALL_MEMBERS_CAN_VIEW,ALL_IN_DOMAIN_CAN_DISCOVER,false,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,ALL_MANAGERS_CAN_ADD,ALL_MANAGERS_CAN_APPROVE,OWNERS_AND_MANAGERS,ALL_MANAGERS_CAN_INVITE,OWNERS_AND_MANAGERS,false,true,26214400,DEFAULT_FONT,NONE,OWNERS_AND_MANAGERS
class-4-b@schoolgus.ukr.education,03oy7u2919r9213,4-Б клас,,21,True,,class-4-b@schoolgus.ukr.education.test-google-a.com,false,true,false,,false,,DEFAULT_SELF,false,false,true,false,false,MODERATE_NONE,en_US,REPLY_TO_IGNORE,false,MODERATE,ANYONE_CAN_CONTACT,CAN_REQUEST_TO_JOIN,ALL_MEMBERS_CAN_LEAVE,ANYONE_CAN_POST,ALL_MEMBERS_CAN_VIEW,ALL_MEMBERS_CAN_VIEW,ALL_IN_DOMAIN_CAN_DISCOVER,false,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,ALL_MANAGERS_CAN_ADD,ALL_MANAGERS_CAN_APPROVE,OWNERS_AND_MANAGERS,ALL_MANAGERS_CAN_INVITE,OWNERS_AND_MANAGERS,false,true,26214400,DEFAULT_FONT,NONE,OWNERS_AND_MANAGERS
class-5-a@schoolgus.ukr.education,00meukdy3tgqhbr,5-А клас,,24,True,,class-5-a@schoolgus.ukr.education.test-google-a.com,false,true,false,,false,,DEFAULT_SELF,false,false,true,false,false,MODERATE_NONE,en_US,REPLY_TO_IGNORE,false,MODERATE,ANYONE_CAN_CONTACT,CAN_REQUEST_TO_JOIN,ALL_MEMBERS_CAN_LEAVE,ANYONE_CAN_POST,ALL_MEMBERS_CAN_VIEW,ALL_MEMBERS_CAN_VIEW,ALL_IN_DOMAIN_CAN_DISCOVER,false,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,ALL_MANAGERS_CAN_ADD,ALL_MANAGERS_CAN_APPROVE,OWNERS_AND_MANAGERS,ALL_MANAGERS_CAN_INVITE,OWNERS_AND_MANAGERS,false,true,26214400,DEFAULT_FONT,NONE,OWNERS_AND_MANAGERS
class-5-b@schoolgus.ukr.education,01tuee743l9win4,5-Б клас,,23,True,,class-5-b@schoolgus.ukr.education.test-google-a.com,false,true,false,,false,,DEFAULT_SELF,false,false,true,false,false,MODERATE_NONE,en_US,REPLY_TO_IGNORE,false,MODERATE,ANYONE_CAN_CONTACT,CAN_REQUEST_TO_JOIN,ALL_MEMBERS_CAN_LEAVE,ANYONE_CAN_POST,ALL_MEMBERS_CAN_VIEW,ALL_MEMBERS_CAN_VIEW,ALL_IN_DOMAIN_CAN_DISCOVER,false,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,ALL_MANAGERS_CAN_ADD,ALL_MANAGERS_CAN_APPROVE,OWNERS_AND_MANAGERS,ALL_MANAGERS_CAN_INVITE,OWNERS_AND_MANAGERS,false,true,26214400,DEFAULT_FONT,NONE,OWNERS_AND_MANAGERS
class-5-v@schoolgus.ukr.education,00nmf14n2vlvcur,5-В клас,,26,True,,class-5-v@schoolgus.ukr.education.test-google-a.com,false,true,false,,false,,DEFAULT_SELF,false,false,true,false,false,MODERATE_NONE,en_US,REPLY_TO_IGNORE,false,MODERATE,ANYONE_CAN_CONTACT,CAN_REQUEST_TO_JOIN,ALL_MEMBERS_CAN_LEAVE,ANYONE_CAN_POST,ALL_MEMBERS_CAN_VIEW,ALL_MEMBERS_CAN_VIEW,ALL_IN_DOMAIN_CAN_DISCOVER,false,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,ALL_MANAGERS_CAN_ADD,ALL_MANAGERS_CAN_APPROVE,OWNERS_AND_MANAGERS,ALL_MANAGERS_CAN_INVITE,OWNERS_AND_MANAGERS,false,true,26214400,DEFAULT_FONT,NONE,OWNERS_AND_MANAGERS
class-6-a@schoolgus.ukr.education,035nkun2302indl,6-А клас,,23,True,,class-6-a@schoolgus.ukr.education.test-google-a.com,false,true,false,,false,,DEFAULT_SELF,false,false,true,false,false,MODERATE_NONE,en_US,REPLY_TO_IGNORE,false,MODERATE,ANYONE_CAN_CONTACT,CAN_REQUEST_TO_JOIN,ALL_MEMBERS_CAN_LEAVE,ANYONE_CAN_POST,ALL_MEMBERS_CAN_VIEW,ALL_MEMBERS_CAN_VIEW,ALL_IN_DOMAIN_CAN_DISCOVER,false,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,ALL_MANAGERS_CAN_ADD,ALL_MANAGERS_CAN_APPROVE,OWNERS_AND_MANAGERS,ALL_MANAGERS_CAN_INVITE,OWNERS_AND_MANAGERS,false,true,26214400,DEFAULT_FONT,NONE,OWNERS_AND_MANAGERS
class-6-b@schoolgus.ukr.education,02s8eyo135e5br3,6-Б клас,,23,True,,class-6-b@schoolgus.ukr.education.test-google-a.com,false,true,false,,false,,DEFAULT_SELF,false,false,true,false,false,MODERATE_NONE,en_US,REPLY_TO_IGNORE,false,MODERATE,ANYONE_CAN_CONTACT,CAN_REQUEST_TO_JOIN,ALL_MEMBERS_CAN_LEAVE,ANYONE_CAN_POST,ALL_MEMBERS_CAN_VIEW,ALL_MEMBERS_CAN_VIEW,ALL_IN_DOMAIN_CAN_DISCOVER,false,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,ALL_MANAGERS_CAN_ADD,ALL_MANAGERS_CAN_APPROVE,OWNERS_AND_MANAGERS,ALL_MANAGERS_CAN_INVITE,OWNERS_AND_MANAGERS,false,true,26214400,DEFAULT_FONT,NONE,OWNERS_AND_MANAGERS
class-6-v@schoolgus.ukr.education,04iylrwe4f2oaod,6-В клас,,22,True,,class-6-v@schoolgus.ukr.education.test-google-a.com,false,true,false,,false,,DEFAULT_SELF,false,false,true,false,false,MODERATE_NONE,en_US,REPLY_TO_IGNORE,false,MODERATE,ANYONE_CAN_CONTACT,CAN_REQUEST_TO_JOIN,ALL_MEMBERS_CAN_LEAVE,ANYONE_CAN_POST,ALL_MEMBERS_CAN_VIEW,ALL_MEMBERS_CAN_VIEW,ALL_IN_DOMAIN_CAN_DISCOVER,false,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,ALL_MANAGERS_CAN_ADD,ALL_MANAGERS_CAN_APPROVE,OWNERS_AND_MANAGERS,ALL_MANAGERS_CAN_INVITE,OWNERS_AND_MANAGERS,false,true,26214400,DEFAULT_FONT,NONE,OWNERS_AND_MANAGERS
class-7-a@schoolgus.ukr.education,03vac5uf3tfbs49,7-А клас,,20,True,,class-7-a@schoolgus.ukr.education.test-google-a.com,false,true,false,,false,,DEFAULT_SELF,false,false,true,false,false,MODERATE_NONE,en_US,REPLY_TO_IGNORE,false,MODERATE,ANYONE_CAN_CONTACT,CAN_REQUEST_TO_JOIN,ALL_MEMBERS_CAN_LEAVE,ANYONE_CAN_POST,ALL_MEMBERS_CAN_VIEW,ALL_MEMBERS_CAN_VIEW,ALL_IN_DOMAIN_CAN_DISCOVER,false,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,OWNERS_AND_MANAGERS,ALL_MANAGERS_CAN_ADD,ALL_MANAGERS_CAN_APPROVE,OWNERS_AND_MANAGERS,ALL_MANAGERS_CAN_INVITE,OWNERS_AND_MANAGERS,false,true,26214400,DEFAULT_FONT,NONE,OWNERS_AND_MANAGERS
